Data_Venda,Produto,Categoria,Quantidade_Vendida,Preço,Receita,Região
2023-05-26,Jaqueta,Roupas,17,418.26,7110.42,Leste
2023-04-25,Quebra-Cabeça,Brinquedos,28,475.07,13301.96,Leste
2023-09-19,Tablet,Eletrônicos,31,190.28,5898.68,Leste
2023-12-31,Câmera,Eletrônicos,38,238.95,9080.1,Oeste
2023-08-26,Quebra-Cabeça,Brinquedos,36,381.97,13750.920000000002,Oeste
2023-05-27,Smartphone,Eletrônicos,31,444.44,13777.64,Leste
2023-08-01,Camisa,Roupas,43,10.9,468.7,Oeste
2023-05-17,Quebra-Cabeça,Brinquedos,44,280.07,12323.08,Leste
2023-10-14,Jaqueta,Roupas,20,226.29,4525.8,Sul
2023-10-02,Camisa,Roupas,1,81.4,81.4,Leste
2023-08-22,Feijão,Alimentos,6,303.69,1822.1399999999999,Sul
2023-07-17,Smartphone,Eletrônicos,27,304.73,8227.710000000001,Leste
2023-11-18,Blocos de Montar,Brinquedos,40,158.9,6356.0,Sul
2023-07-25,Tablet,Eletrônicos,43,382.66,16454.38,Oeste
2023-07-02,Calça,Roupas,36,71.89,2588.04,Sul
2023-05-31,Arroz,Alimentos,18,232.06,4177.08,Oeste
2023-06-11,Mesa,Móveis,18,412.62,7427.16,Norte
2023-10-08,Estante,Móveis,36,59.06,2126.16,Leste
2023-08-23,Sapato,Roupas,39,291.71,11376.689999999999,Sul
2023-09-27,Quebra-Cabeça,Brinquedos,22,205.26,4515.719999999999,Oeste
2023-03-05,Estante,Móveis,28,223.71,6263.88,Sul
2023-04-03,Estante,Móveis,19,315.3,5990.7,Oeste
2023-12-26,Boneca,Brinquedos,17,476.82,8105.94,Sul
2023-02-11,Jaqueta,Roupas,16,187.1,2993.6,Norte
2023-01-24,Carne,Alimentos,28,129.94,3638.3199999999997,Sul
2023-08-26,Carne,Alimentos,46,187.37,8619.02,Oeste
2023-07-08,Boneca,Brinquedos,14,406.12,5685.68,Oeste
2023-12-10,Mesa,Móveis,40,280.38,11215.2,Oeste
2023-12-17,Arroz,Alimentos,16,238.65,3818.4,Norte
2023-12-24,Smartphone,Eletrônicos,13,239.6,3114.7999999999997,Norte
2023-08-24,Arroz,Alimentos,20,155.3,3106.0,Oeste
2023-10-02,Boneca,Brinquedos,36,257.73,9278.28,Leste
2023-01-01,Sapato,Roupas,36,114.76,4131.360000000001,Sul
2023-04-08,Sofá,Móveis,16,46.54,744.64,Sul
2023-07-20,Sofá,Móveis,2,341.15,682.3,Leste
2023-04-22,Camisa,Roupas,5,199.17,995.8499999999999,Norte
2023-09-02,Câmera,Eletrônicos,18,186.15,3350.7000000000003,Sul
2023-02-18,Blocos de Montar,Brinquedos,8,368.95,2951.6,Oeste
2023-05-30,Calça,Roupas,49,19.98,979.02,Norte
2023-04-20,Câmera,Eletrônicos,4,224.73,898.92,Oeste
2023-08-23,Câmera,Eletrônicos,35,149.95,5248.25,Leste
2023-02-01,Jaqueta,Roupas,23,53.05,1220.1499999999999,Norte
2023-11-12,Mesa,Móveis,28,176.03,4928.84,Oeste
2023-06-21,Estante,Móveis,48,486.71,23362.079999999998,Norte
2023-03-14,Sapato,Roupas,29,397.16,11517.640000000001,Oeste
2023-06-21,Blocos de Montar,Brinquedos,17,305.42,5192.14,Norte
2023-12-05,Mesa,Móveis,12,61.41,736.92,Norte
2023-01-26,Câmera,Eletrônicos,16,199.24,3187.84,Oeste
2023-09-22,Boneca,Brinquedos,41,24.24,993.8399999999999,Oeste
2023-05-10,Blocos de Montar,Brinquedos,42,438.21,18404.82,Oeste
2023-09-13,Estante,Móveis,43,309.84,13323.119999999999,Norte
2023-12-16,Feijão,Alimentos,25,385.14,9628.5,Leste
2023-02-05,Carne,Alimentos,25,270.69,6767.25,Oeste
2023-06-27,Calça,Roupas,27,295.18,7969.860000000001,Norte
2023-03-16,Mesa,Móveis,34,61.99,2107.66,Oeste
2023-02-06,Tablet,Eletrônicos,24,18.72,449.28,Oeste
2023-07-28,Frutas,Alimentos,19,482.72,9171.68,Norte
2023-04-04,Calça,Roupas,43,366.63,15765.09,Leste
2023-12-15,Laptop,Eletrônicos,18,477.16,8588.880000000001,Leste
2023-02-26,Quebra-Cabeça,Brinquedos,27,364.75,9848.25,Oeste
2023-04-05,Camisa,Roupas,30,190.01,5700.299999999999,Leste
2023-03-28,Estante,Móveis,19,309.1,5872.900000000001,Sul
2023-08-12,Quebra-Cabeça,Brinquedos,41,298.39,12233.99,Oeste
2023-11-19,Estante,Móveis,48,89.2,4281.6,Norte
2023-01-02,Cadeira,Móveis,31,31.78,985.1800000000001,Leste
2023-10-18,Tablet,Eletrônicos,45,78.25,3521.25,Oeste
2023-01-10,Camisa,Roupas,32,383.57,12274.24,Leste
2023-09-22,Smartphone,Eletrônicos,33,246.82,8145.0599999999995,Norte
2023-08-09,Sapato,Roupas,42,401.63,16868.46,Oeste
2023-01-04,Arroz,Alimentos,15,483.21,7248.15,Norte
2023-11-18,Smartphone,Eletrônicos,16,462.39,7398.24,Norte
2023-06-28,Carne,Alimentos,24,18.1,434.40000000000003,Leste
2023-11-03,Carrinho,Brinquedos,18,468.68,8436.24,Sul
2023-12-23,Jaqueta,Roupas,1,291.13,291.13,Norte
2023-06-05,Calça,Roupas,23,410.82,9448.86,Leste
2023-08-25,Feijão,Alimentos,36,401.19,14442.84,Norte
2023-01-09,Carrinho,Brinquedos,4,475.07,1900.28,Oeste
2023-01-27,Carrinho,Brinquedos,19,423.81,8052.39,Norte
2023-04-02,Carrinho,Brinquedos,12,158.45,1901.3999999999999,Oeste
2023-10-12,Blocos de Montar,Brinquedos,13,173.75,2258.75,Oeste
2023-09-10,Câmera,Eletrônicos,19,420.53,7990.07,Sul
2023-08-09,Feijão,Alimentos,48,326.04,15649.920000000002,Sul
2023-02-06,Câmera,Eletrônicos,9,235.27,2117.4300000000003,Sul
2023-05-01,Quebra-Cabeça,Brinquedos,49,379.06,18573.94,Sul
2023-01-25,Câmera,Eletrônicos,26,78.01,2028.2600000000002,Oeste
2023-03-06,Feijão,Alimentos,7,441.17,3088.19,Norte
2023-12-19,Blocos de Montar,Brinquedos,28,409.52,11466.56,Sul
2023-05-09,Mesa,Móveis,39,302.14,11783.46,Leste
2023-03-12,Camisa,Roupas,27,208.37,5625.99,Norte
2023-11-10,Câmera,Eletrônicos,41,244.3,10016.300000000001,Sul
2023-03-06,Arroz,Alimentos,36,164.93,5937.4800000000005,Oeste
2023-06-29,Jaqueta,Roupas,8,369.35,2954.8,Oeste
2023-01-04,Estante,Móveis,43,450.78,19383.539999999997,Oeste
2023-02-24,Boneca,Brinquedos,45,150.75,6783.75,Sul
2023-03-03,Tablet,Eletrônicos,5,454.07,2270.35,Sul
2023-08-15,Carrinho,Brinquedos,23,229.77,5284.71,Oeste
2023-07-18,Tablet,Eletrônicos,45,135.14,6081.299999999999,Sul
2023-05-15,Boneca,Brinquedos,8,374.44,2995.52,Norte
2023-02-01,Arroz,Alimentos,23,10.67,245.41,Leste
2023-01-22,Blocos de Montar,Brinquedos,42,112.64,4730.88,Sul
2023-06-20,Mesa,Móveis,22,123.67,2720.7400000000002,Oeste
2023-08-08,Jaqueta,Roupas,13,282.18,3668.34,Leste
2023-12-06,Sofá,Móveis,22,174.09,3829.98,Oeste
2023-11-30,Câmera,Eletrônicos,31,137.61,4265.910000000001,Norte
2023-02-20,Boneca,Brinquedos,24,330.64,7935.36,Norte
2023-08-09,Laptop,Eletrônicos,25,162.76,4069.0,Leste
2023-03-06,Camisa,Roupas,13,448.73,5833.49,Norte
2023-02-23,Smartphone,Eletrônicos,18,89.44,1609.92,Oeste
2023-04-30,Tablet,Eletrônicos,36,297.54,10711.44,Oeste
2023-01-03,Mesa,Móveis,10,378.52,3785.2,Oeste
2023-01-12,Calça,Roupas,31,412.56,12789.36,Norte
2023-05-20,Sapato,Roupas,48,34.64,1662.72,Leste
2023-12-14,Mesa,Móveis,8,268.58,2148.64,Oeste
2023-05-23,Blocos de Montar,Brinquedos,36,448.11,16131.960000000001,Norte
2023-05-01,Calça,Roupas,41,399.54,16381.140000000001,Norte
2023-08-02,Carne,Alimentos,35,117.2,4102.0,Oeste
2023-12-13,Quebra-Cabeça,Brinquedos,5,311.75,1558.75,Oeste
2023-01-22,Câmera,Eletrônicos,18,63.88,1149.8400000000001,Sul
2023-07-06,Arroz,Alimentos,23,446.3,10264.9,Sul
2023-08-28,Calça,Roupas,24,97.36,2336.64,Norte
2023-06-20,Cadeira,Móveis,48,396.78,19045.44,Sul
2023-09-21,Câmera,Eletrônicos,30,192.76,5782.799999999999,Sul
2023-02-22,Camisa,Roupas,10,51.39,513.9,Oeste
2023-04-10,Frutas,Alimentos,10,17.58,175.79999999999998,Oeste
2023-01-22,Laptop,Eletrônicos,29,313.28,9085.119999999999,Leste
2023-09-30,Jaqueta,Roupas,9,424.23,3818.07,Norte
2023-02-18,Sapato,Roupas,27,177.45,4791.15,Oeste
2023-02-03,Feijão,Alimentos,30,178.57,5357.099999999999,Leste
2023-09-06,Laptop,Eletrônicos,12,439.95,5279.4,Sul
2023-09-25,Mesa,Móveis,45,470.86,21188.7,Sul
2023-10-30,Tablet,Eletrônicos,16,383.35,6133.6,Sul
2023-11-02,Cadeira,Móveis,47,344.9,16210.3,Oeste
2023-02-26,Boneca,Brinquedos,20,262.56,5251.2,Leste
2023-02-25,Câmera,Eletrônicos,44,146.27,6435.88,Sul
2023-07-15,Estante,Móveis,9,342.01,3078.09,Oeste
2023-05-17,Carrinho,Brinquedos,17,128.05,2176.8500000000004,Leste
2023-11-07,Arroz,Alimentos,37,286.05,10583.85,Leste
2023-02-06,Cadeira,Móveis,34,457.55,15556.7,Oeste
2023-01-12,Jaqueta,Roupas,32,347.89,11132.48,Norte
2023-09-11,Câmera,Eletrônicos,14,383.2,5364.8,Oeste
2023-03-14,Câmera,Eletrônicos,32,461.88,14780.16,Leste
2023-04-04,Feijão,Alimentos,12,17.34,208.07999999999998,Sul
2023-10-27,Estante,Móveis,17,174.57,2967.69,Leste
2023-01-16,Mesa,Móveis,27,444.86,12011.220000000001,Sul
2023-12-27,Carrinho,Brinquedos,16,153.65,2458.4,Leste
2023-03-08,Calça,Roupas,30,197.79,5933.7,Norte
2023-10-28,Feijão,Alimentos,43,258.7,11124.1,Leste
2023-09-21,Mesa,Móveis,49,311.18,15247.82,Leste
2023-12-23,Smartphone,Eletrônicos,11,479.27,5271.969999999999,Sul
2023-03-12,Estante,Móveis,44,327.54,14411.76,Sul
2023-05-23,Frutas,Alimentos,36,208.52,7506.72,Sul
2023-12-21,Estante,Móveis,40,318.27,12730.8,Sul
2023-05-31,Camisa,Roupas,16,61.49,983.84,Sul
2023-07-16,Blocos de Montar,Brinquedos,29,378.79,10984.91,Leste
2023-03-23,Feijão,Alimentos,46,143.17,6585.82,Leste
2023-10-24,Boneca,Brinquedos,11,487.91,5367.01,Norte
2023-08-30,Estante,Móveis,33,333.31,10999.23,Sul
2023-10-16,Mesa,Móveis,1,472.92,472.92,Norte
2023-01-26,Sofá,Móveis,21,83.43,1752.0300000000002,Oeste
2023-05-15,Laptop,Eletrônicos,26,455.69,11847.94,Sul
2023-05-12,Sofá,Móveis,19,349.13,6633.47,Oeste
2023-05-06,Boneca,Brinquedos,46,215.61,9918.060000000001,Oeste
2023-07-16,Estante,Móveis,29,150.19,4355.51,Leste
2023-01-09,Carrinho,Brinquedos,28,164.36,4602.08,Norte
2023-06-14,Boneca,Brinquedos,40,315.78,12631.199999999999,Sul
2023-12-20,Laptop,Eletrônicos,18,26.71,480.78000000000003,Sul
2023-08-22,Estante,Móveis,48,70.46,3382.08,Norte
2023-02-08,Câmera,Eletrônicos,32,232.51,7440.32,Leste
2023-12-23,Sapato,Roupas,36,113.76,4095.36,Oeste
2023-11-23,Frutas,Alimentos,37,90.18,3336.6600000000003,Leste
2023-04-15,Carrinho,Brinquedos,27,135.29,3652.83,Oeste
2023-08-15,Jaqueta,Roupas,17,244.94,4163.98,Sul
2023-09-10,Smartphone,Eletrônicos,40,463.71,18548.399999999998,Sul
2023-01-23,Estante,Móveis,49,28.24,1383.76,Sul
2023-05-29,Cadeira,Móveis,29,204.08,5918.320000000001,Oeste
2023-11-10,Arroz,Alimentos,5,161.42,807.0999999999999,Oeste
2023-08-08,Cadeira,Móveis,35,390.89,13681.15,Leste
2023-08-29,Jaqueta,Roupas,5,496.21,2481.0499999999997,Norte
2023-12-05,Laptop,Eletrônicos,1,488.23,488.23,Leste
2023-08-19,Mesa,Móveis,37,430.51,15928.869999999999,Sul
2023-10-21,Laptop,Eletrônicos,27,459.99,12419.73,Sul
2023-07-31,Camisa,Roupas,8,480.45,3843.6,Oeste
2023-05-02,Arroz,Alimentos,48,224.67,10784.16,Leste
2023-06-02,Carrinho,Brinquedos,20,15.93,318.6,Oeste
2023-10-23,Boneca,Brinquedos,48,182.39,8754.72,Oeste
2023-02-09,Arroz,Alimentos,21,15.9,333.90000000000003,Norte
2023-05-16,Blocos de Montar,Brinquedos,4,390.02,1560.08,Oeste
2023-07-17,Smartphone,Eletrônicos,41,126.04,5167.64,Norte
2023-11-25,Feijão,Alimentos,39,159.66,6226.74,Norte
2023-09-30,Laptop,Eletrônicos,35,89.98,3149.3,Leste
2023-04-24,Estante,Móveis,29,338.9,9828.099999999999,Leste
2023-02-24,Boneca,Brinquedos,11,456.67,5023.37,Oeste
2023-05-28,Frutas,Alimentos,2,322.56,645.12,Leste
2023-03-24,Quebra-Cabeça,Brinquedos,8,234.35,1874.8,Sul
2023-07-07,Jaqueta,Roupas,5,335.19,1675.95,Norte
2023-03-14,Câmera,Eletrônicos,5,457.22,2286.1000000000004,Sul
2023-09-02,Mesa,Móveis,15,13.16,197.4,Norte
2023-03-27,Blocos de Montar,Brinquedos,27,312.72,8443.44,Oeste
2023-01-28,Tablet,Eletrônicos,7,38.66,270.62,Sul
2023-07-07,Sapato,Roupas,2,398.79,797.58,Norte
2023-08-15,Arroz,Alimentos,6,140.45,842.6999999999999,Leste
2023-07-22,Feijão,Alimentos,7,96.28,673.96,Oeste
2023-06-28,Jaqueta,Roupas,24,66.36,1592.6399999999999,Oeste
2023-04-07,Jaqueta,Roupas,15,87.59,1313.8500000000001,Sul
2023-12-17,Calça,Roupas,9,360.78,3247.0199999999995,Leste
2023-11-05,Carne,Alimentos,25,354.48,8862.0,Leste
2023-01-19,Cadeira,Móveis,49,407.56,19970.44,Oeste
2023-09-14,Calça,Roupas,17,498.44,8473.48,Oeste
2023-09-28,Jaqueta,Roupas,15,374.06,5610.9,Leste
2023-05-17,Tablet,Eletrônicos,2,234.09,468.18,Norte
2023-12-20,Calça,Roupas,17,472.84,8038.28,Sul
2023-01-16,Camisa,Roupas,44,211.97,9326.68,Oeste
2023-02-21,Mesa,Móveis,40,211.96,8478.4,Oeste
2023-02-20,Câmera,Eletrônicos,26,41.28,1073.28,Leste
2023-12-21,Sapato,Roupas,11,259.01,2849.1099999999997,Oeste
2023-09-13,Boneca,Brinquedos,27,388.29,10483.83,Norte
2023-07-14,Carrinho,Brinquedos,22,306.56,6744.32,Leste
2023-10-10,Câmera,Eletrônicos,7,37.79,264.53,Leste
2023-06-11,Camisa,Roupas,1,432.94,432.94,Leste
2023-01-01,Carrinho,Brinquedos,41,30.35,1244.3500000000001,Leste
2023-08-04,Câmera,Eletrônicos,32,57.8,1849.6,Leste
2023-02-10,Blocos de Montar,Brinquedos,18,182.52,3285.36,Leste
2023-08-27,Feijão,Alimentos,36,437.12,15736.32,Leste
2023-09-21,Mesa,Móveis,12,23.95,287.4,Oeste
2023-12-12,Smartphone,Eletrônicos,14,63.79,893.06,Norte
2023-07-05,Frutas,Alimentos,31,401.67,12451.77,Leste
2023-01-02,Calça,Roupas,16,271.64,4346.24,Sul
2023-10-24,Sofá,Móveis,46,201.29,9259.34,Sul
2023-01-22,Arroz,Alimentos,23,170.89,3930.47,Sul
2023-10-05,Camisa,Roupas,16,90.06,1440.96,Oeste
2023-02-24,Arroz,Alimentos,40,262.34,10493.599999999999,Norte
2023-09-09,Tablet,Eletrônicos,34,378.24,12860.16,Norte
2023-02-04,Cadeira,Móveis,34,318.15,10817.099999999999,Leste
2023-10-26,Carrinho,Brinquedos,11,53.05,583.55,Leste
2023-09-15,Arroz,Alimentos,14,353.16,4944.240000000001,Oeste
2023-04-11,Arroz,Alimentos,21,34.95,733.95,Norte
2023-12-05,Calça,Roupas,11,112.08,1232.8799999999999,Leste
2023-10-04,Camisa,Roupas,29,396.71,11504.59,Sul
2023-04-23,Camisa,Roupas,12,442.53,5310.36,Oeste
2023-07-27,Arroz,Alimentos,9,102.9,926.1,Norte
2023-10-15,Feijão,Alimentos,19,213.03,4047.57,Oeste
2023-01-24,Carne,Alimentos,18,150.88,2715.84,Norte
2023-07-07,Câmera,Eletrônicos,11,83.78,921.58,Oeste
2023-06-13,Blocos de Montar,Brinquedos,26,474.45,12335.699999999999,Norte
2023-09-08,Câmera,Eletrônicos,32,457.23,14631.36,Sul
2023-11-24,Calça,Roupas,21,379.67,7973.070000000001,Leste
2023-04-09,Camisa,Roupas,41,480.6,19704.600000000002,Sul
2023-12-07,Blocos de Montar,Brinquedos,20,332.3,6646.0,Norte
2023-04-10,Tablet,Eletrônicos,23,316.24,7273.52,Norte
2023-12-17,Camisa,Roupas,6,16.65,99.89999999999999,Norte
2023-01-16,Carrinho,Brinquedos,38,160.42,6095.959999999999,Sul
2023-11-12,Arroz,Alimentos,39,179.29,6992.3099999999995,Sul
2023-10-06,Carrinho,Brinquedos,30,416.45,12493.5,Oeste
2023-06-21,Mesa,Móveis,42,104.78,4400.76,Leste
2023-06-09,Carrinho,Brinquedos,40,135.44,5417.6,Norte
2023-03-31,Carrinho,Brinquedos,26,111.35,2895.1,Sul
2023-10-25,Frutas,Alimentos,34,178.55,6070.700000000001,Norte
2023-07-04,Cadeira,Móveis,38,499.19,18969.22,Sul
2023-12-30,Jaqueta,Roupas,41,141.95,5819.95,Norte
2023-05-13,Feijão,Alimentos,19,282.52,5367.879999999999,Norte
2023-12-22,Smartphone,Eletrônicos,24,326.67,7840.08,Leste
2023-11-04,Sapato,Roupas,15,389.27,5839.049999999999,Sul
2023-11-18,Arroz,Alimentos,29,148.02,4292.58,Norte
2023-08-17,Arroz,Alimentos,22,52.15,1147.3,Norte
2023-08-21,Calça,Roupas,17,420.67,7151.39,Norte
2023-03-28,Blocos de Montar,Brinquedos,3,322.45,967.3499999999999,Oeste
2023-02-28,Sofá,Móveis,29,367.99,10671.710000000001,Sul
2023-06-21,Cadeira,Móveis,21,285.56,5996.76,Norte
2023-07-12,Boneca,Brinquedos,35,129.1,4518.5,Norte
2023-01-31,Câmera,Eletrônicos,1,193.88,193.88,Sul
2023-09-13,Cadeira,Móveis,45,397.37,17881.65,Norte
2023-03-02,Carrinho,Brinquedos,3,114.22,342.65999999999997,Norte
2023-01-23,Sofá,Móveis,46,432.27,19884.42,Norte
2023-10-14,Cadeira,Móveis,2,186.04,372.08,Leste
2023-10-31,Carne,Alimentos,44,213.88,9410.72,Leste
2023-11-29,Mesa,Móveis,39,43.83,1709.37,Oeste
2023-03-16,Boneca,Brinquedos,5,481.65,2408.25,Norte
2023-06-02,Jaqueta,Roupas,18,436.21,7851.78,Norte
2023-02-01,Boneca,Brinquedos,40,61.04,2441.6,Leste
2023-07-14,Cadeira,Móveis,27,117.93,3184.11,Sul
2023-07-02,Carrinho,Brinquedos,1,362.92,362.92,Sul
2023-12-28,Boneca,Brinquedos,17,426.57,7251.69,Sul
2023-03-17,Cadeira,Móveis,21,189.62,3982.02,Oeste
2023-11-03,Mesa,Móveis,28,42.33,1185.24,Oeste
2023-09-11,Boneca,Brinquedos,14,490.88,6872.32,Leste
2023-09-30,Calça,Roupas,17,98.81,1679.77,Oeste
2023-01-22,Câmera,Eletrônicos,47,335.95,15789.65,Norte
2023-04-01,Blocos de Montar,Brinquedos,21,290.59,6102.389999999999,Oeste
2023-02-13,Mesa,Móveis,35,365.67,12798.45,Sul
2023-01-30,Carrinho,Brinquedos,40,138.25,5530.0,Oeste
2023-09-05,Camisa,Roupas,43,140.74,6051.820000000001,Norte
2023-01-24,Carrinho,Brinquedos,17,65.19,1108.23,Norte
2023-05-03,Camisa,Roupas,4,348.82,1395.28,Leste
2023-06-18,Quebra-Cabeça,Brinquedos,42,164.39,6904.379999999999,Leste
2023-12-07,Laptop,Eletrônicos,23,70.39,1618.97,Norte
2023-07-29,Blocos de Montar,Brinquedos,37,385.51,14263.869999999999,Norte
2023-12-03,Feijão,Alimentos,10,111.92,1119.2,Oeste
2023-03-26,Camisa,Roupas,16,259.95,4159.2,Oeste
2023-12-05,Frutas,Alimentos,37,434.72,16084.640000000001,Oeste
2023-02-04,Sofá,Móveis,43,365.84,15731.119999999999,Norte
2023-10-24,Cadeira,Móveis,4,402.12,1608.48,Oeste
2023-08-29,Frutas,Alimentos,40,276.47,11058.800000000001,Sul
2023-06-24,Câmera,Eletrônicos,22,136.16,2995.52,Oeste
2023-09-10,Camisa,Roupas,36,451.22,16243.920000000002,Oeste
2023-02-21,Frutas,Alimentos,49,376.52,18449.48,Leste
2023-04-28,Carrinho,Brinquedos,32,339.86,10875.52,Oeste
2023-05-07,Arroz,Alimentos,23,114.55,2634.65,Oeste
2023-10-05,Quebra-Cabeça,Brinquedos,13,357.28,4644.639999999999,Sul
2023-04-27,Sapato,Roupas,19,204.52,3885.88,Norte
2023-05-24,Sofá,Móveis,29,290.8,8433.2,Leste
2023-04-14,Smartphone,Eletrônicos,30,100.15,3004.5,Oeste
2023-09-19,Sofá,Móveis,18,327.76,5899.68,Sul
2023-12-28,Sofá,Móveis,12,37.69,452.28,Oeste
2023-09-27,Laptop,Eletrônicos,4,448.78,1795.12,Oeste
2023-03-16,Laptop,Eletrônicos,2,354.62,709.24,Oeste
2023-01-28,Camisa,Roupas,26,285.5,7423.0,Norte
2023-10-04,Calça,Roupas,23,266.58,6131.339999999999,Oeste
2023-06-05,Laptop,Eletrônicos,49,398.58,19530.42,Norte
2023-07-14,Carne,Alimentos,47,457.0,21479.0,Oeste
2023-03-10,Arroz,Alimentos,41,289.8,11881.800000000001,Sul
2023-01-15,Laptop,Eletrônicos,25,340.38,8509.5,Norte
2023-10-12,Calça,Roupas,10,299.48,2994.8,Oeste
2023-06-03,Blocos de Montar,Brinquedos,46,323.62,14886.52,Leste
2023-11-08,Tablet,Eletrônicos,36,102.12,3676.32,Sul
2023-10-20,Sapato,Roupas,49,253.59,12425.91,Leste
2023-10-19,Boneca,Brinquedos,37,22.86,845.8199999999999,Norte
2023-07-31,Quebra-Cabeça,Brinquedos,2,243.28,486.56,Leste
2023-12-01,Estante,Móveis,4,381.64,1526.56,Norte
2023-04-01,Sapato,Roupas,31,378.27,11726.369999999999,Norte
2023-03-15,Jaqueta,Roupas,25,385.64,9641.0,Norte
2023-08-10,Camisa,Roupas,48,464.94,22317.12,Norte
2023-10-11,Smartphone,Eletrônicos,47,337.64,15869.08,Leste
2023-05-21,Cadeira,Móveis,33,49.88,1646.0400000000002,Leste
2023-08-26,Sofá,Móveis,13,355.61,4622.93,Oeste
2023-10-07,Mesa,Móveis,33,98.27,3242.91,Norte
2023-07-17,Tablet,Eletrônicos,45,329.28,14817.599999999999,Norte
2023-02-11,Estante,Móveis,21,107.72,2262.12,Oeste
2023-08-10,Blocos de Montar,Brinquedos,3,380.04,1140.1200000000001,Oeste
2023-02-11,Boneca,Brinquedos,40,491.22,19648.800000000003,Sul
2023-05-05,Blocos de Montar,Brinquedos,36,378.61,13629.960000000001,Norte
2023-02-04,Estante,Móveis,45,231.39,10412.55,Oeste
2023-01-05,Mesa,Móveis,25,424.41,10610.25,Leste
2023-06-14,Quebra-Cabeça,Brinquedos,23,98.89,2274.47,Oeste
2023-12-07,Carrinho,Brinquedos,3,363.26,1089.78,Oeste
2023-04-15,Blocos de Montar,Brinquedos,25,205.99,5149.75,Norte
2023-11-06,Blocos de Montar,Brinquedos,4,356.7,1426.8,Oeste
2023-07-12,Arroz,Alimentos,4,313.49,1253.96,Leste
2023-08-18,Frutas,Alimentos,29,289.35,8391.150000000001,Oeste
2023-09-02,Cadeira,Móveis,8,22.82,182.56,Sul
2023-05-10,Quebra-Cabeça,Brinquedos,1,492.19,492.19,Sul
2023-11-06,Sapato,Roupas,20,243.57,4871.4,Leste
2023-11-15,Tablet,Eletrônicos,25,317.47,7936.750000000001,Norte
2023-05-25,Smartphone,Eletrônicos,46,392.18,18040.28,Norte
2023-07-28,Carrinho,Brinquedos,23,450.85,10369.550000000001,Leste
2023-10-23,Smartphone,Eletrônicos,48,302.1,14500.800000000001,Norte
2023-11-20,Calça,Roupas,20,106.15,2123.0,Norte
2023-04-27,Jaqueta,Roupas,1,492.93,492.93,Sul
2023-04-15,Mesa,Móveis,13,265.04,3445.5200000000004,Norte
2023-12-10,Jaqueta,Roupas,33,20.83,687.39,Oeste
2023-07-22,Boneca,Brinquedos,38,473.23,17982.74,Oeste
2023-10-06,Cadeira,Móveis,1,268.97,268.97,Oeste
2023-07-06,Feijão,Alimentos,31,337.91,10475.210000000001,Sul
2023-05-07,Sofá,Móveis,1,240.3,240.3,Sul
2023-08-07,Cadeira,Móveis,2,297.98,595.96,Sul
2023-10-31,Quebra-Cabeça,Brinquedos,28,444.54,12447.12,Norte
2023-08-15,Tablet,Eletrônicos,34,445.53,15148.019999999999,Norte
2023-08-19,Tablet,Eletrônicos,12,362.01,4344.12,Sul
2023-03-16,Feijão,Alimentos,37,307.87,11391.19,Norte
2023-05-10,Mesa,Móveis,24,243.39,5841.36,Sul
2023-08-25,Laptop,Eletrônicos,29,394.78,11448.619999999999,Sul
2023-06-29,Carne,Alimentos,33,137.65,4542.45,Leste
2023-07-13,Estante,Móveis,38,161.11,6122.18,Norte
2023-04-24,Sapato,Roupas,19,312.97,5946.43,Sul
2023-04-12,Sofá,Móveis,19,249.4,4738.6,Oeste
2023-01-24,Carrinho,Brinquedos,38,154.85,5884.3,Oeste
2023-05-20,Carrinho,Brinquedos,45,146.51,6592.95,Leste
2023-10-10,Blocos de Montar,Brinquedos,30,64.42,1932.6000000000001,Oeste
2023-06-23,Estante,Móveis,8,373.84,2990.72,Oeste
2023-10-04,Sofá,Móveis,34,98.6,3352.3999999999996,Leste
2023-05-14,Frutas,Alimentos,41,463.97,19022.77,Oeste
2023-09-25,Calça,Roupas,24,240.53,5772.72,Norte
2023-07-23,Feijão,Alimentos,37,381.51,14115.869999999999,Oeste
2023-04-10,Quebra-Cabeça,Brinquedos,27,49.91,1347.57,Norte
2023-05-25,Smartphone,Eletrônicos,15,496.23,7443.450000000001,Sul
2023-10-26,Frutas,Alimentos,32,253.73,8119.36,Leste
2023-10-26,Arroz,Alimentos,44,330.83,14556.519999999999,Oeste
2023-06-25,Carne,Alimentos,21,476.26,10001.46,Norte
2023-03-26,Sapato,Roupas,25,185.27,4631.75,Leste
2023-04-15,Boneca,Brinquedos,18,478.17,8607.06,Oeste
2023-09-12,Carrinho,Brinquedos,5,236.09,1180.45,Oeste
2023-05-24,Feijão,Alimentos,18,97.73,1759.14,Leste
2023-08-17,Frutas,Alimentos,49,297.28,14566.72,Norte
2023-09-24,Quebra-Cabeça,Brinquedos,23,352.6,8109.8,Leste
2023-11-23,Câmera,Eletrônicos,49,422.7,20712.3,Sul
2023-03-05,Boneca,Brinquedos,39,405.11,15799.29,Oeste
2023-07-25,Smartphone,Eletrônicos,19,33.96,645.24,Leste
2023-03-02,Carne,Alimentos,11,92.84,1021.24,Norte
2023-07-20,Carne,Alimentos,38,112.86,4288.68,Leste
2023-11-21,Quebra-Cabeça,Brinquedos,29,311.58,9035.82,Oeste
2023-06-06,Boneca,Brinquedos,49,179.99,8819.51,Oeste
